OPE ID,Institution Name,City,State ,Zip Code,Institution Type,Institution Fiscal Year,Composite Score for Institution Fiscal Year Ending 7/01/2014 and 6/30/2015,,,,
02304300,"Platt College, San Diego",San Diego,CA,92115-3979,Proprietary,12/31/2014,1.9,,,,
02330500,Laguna College of Art and Design,Laguna Beach,CA,92651-1136,Non Profit,06/30/2015,3.0,,,,
02332800,Center for Employment Training,San Jose,CA,95110-2940,Non Profit,06/30/2015,2.5,,,,
02342400,Academy of Radio & TV Broadcasting,Huntington Beach,CA,92647-3809,Proprietary,12/31/2014,-1.0,,,,
02343400,Bellus Academy,Poway,CA,92064-4633,Proprietary,12/31/2014,1.8,,,,
02358000,Thomas Aquinas College,Santa Paula,CA,93060-9622,Non Profit,06/30/2015,2.9,,,,
02359300,Shasta Bible College and Graduate School,Redding,CA,96002-1544,Non Profit,05/31/2015,2.9,,,,
02482700,Western University of Health Sciences,Pomona,CA,91766-1854,Non Profit,06/30/2015,2.6,,,,
02494800,CR'U Institute of Cosmetology and Barbering,Garden Grove,CA,92845-4321,Proprietary,12/31/2014,1.3,,,,
02500000,San Joaquin College of Law,Clovis,CA,93612-1312,Non Profit,07/31/2014,2.5,,,,
02519800,Avance' Beauty College,San Diego,CA,92154-2284,Proprietary,12/31/2014,2.8,,,,
02520200,California Career School,Anaheim,CA,92805-6329,Proprietary,12/31/2014,1.8,,,,
02520300,Interior Designers Institute,Newport Beach,CA,92660-3228,Proprietary,01/31/2015,1.7,,,,
02520400,Adrians Beauty College of Turlock,Turlock,CA,95380-5116,Proprietary,04/30/2015,1.7,,,,
02542300,National Holistic Institute,Emeryville,CA,94608-2020,Proprietary,12/31/2014,1.5,,,,
02543400,Brownson Technical School,Anaheim,CA,92805-6329,Proprietary,12/31/2014,1.4,,,,
02545900,Hypnosis Motivation Institute,Tarzana,CA,91356-4154,Non Profit,06/30/2015,2.7,,,,
02546400,MTI Business College,Stockton,CA,95207-4349,Proprietary,06/30/2015,2.4,,,,
02559400,InterCoast Colleges,Orange,CA,92868-1656,Proprietary,06/30/2015,2.3,,,,
02595600,Asian-American International Beauty College,Westminster,CA,92683-4043,Proprietary,12/31/2014,2.2,,,,
02596400,Spartan College of Aeronautics & Technology,Inglewood,CA,90301-2904,Proprietary,12/31/2014,1.0,,,,
02597300,South Baylo University,Anaheim,CA,92801-1701,Non Profit,06/30/2015,3.0,,,,
02602300,Central Coast College,Salinas,CA,93901-3301,Proprietary,12/31/2014,1.9,,,,
02608900,Pinnacle College,Alhambra,CA,91803-8842,Proprietary,12/31/2014,1.7,,,,
02609000,Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,90403-5609,Proprietary,06/30/2015,2.3,,,,
03019900,Capstone College,Pasadena,CA,91103-4201,Proprietary,12/31/2014,2.6,,,,
03025600,Dell'Arte International School of Physical Theatre,Blue Lake,CA,95525-0816,Non Profit,09/30/2014,2.7,,,,
03039900,Fremont College,Cerritos,CA,90703-5342,Proprietary,12/31/2014,3.0,,,,
03054100,Royale College of Beauty,Temecula,CA,92590-2525,Proprietary,12/31/2014,1.8,,,,
03062300,Westech College,Fontana,CA,92335-2411,Proprietary,12/31/2014,2.0,,,,
03062700,Platt College,Alhambra,CA,91803-9998,Proprietary,12/31/2014,3.0,,,,
03063400,Modern Technology School,Fountain Valley,CA,92708-1336,Proprietary,12/31/2014,3.0,,,,
03069500,Sage College,Moreno Valley,CA,92557-6720,Proprietary,03/31/2015,1.8,,,,
03078200,American College of Traditional Chinese Medicine,San Francisco,CA,94107-2813,Non Profit,06/30/2015,2.9,,,,
03097700,Central California School of Continuing Education,San Luis Obispo,CA,93401-6739,Proprietary,12/31/2014,3.0,,,,
03098200,Yo San University of Traditional Chinese Medicine,Los Angeles,CA,90066-1103,Non Profit,12/31/2014,3.0,,,,
03108100,Summit College,Colton,CA,92324-3956,Proprietary,05/31/2015,1.1,,,,
03109500,Dongguk University Los Angeles,Los Angeles,CA,90020-1765,Non Profit,12/31/2014,1.9,,,,
03113600,Southern California Institute of Technology,Anaheim,CA,92801-5454,Proprietary,12/31/2014,2.9,,,,
03125300,John Wesley International Barber and Beauty College,Long Beach,CA,90813-4321,Proprietary,12/31/2014,1.6,,,,
03125800,Premiere Career College,Irwindale,CA,91706-3746,Proprietary,06/30/2015,2.0,,,,
03126800,Pacifica Graduate Institute,Carpinteria,CA,93013-3019,Proprietary,08/31/2014,1.6,,,,
03128700,Mt. Sierra College,Monrovia,CA,91016-3414,Proprietary,12/31/2014,2.3,,,,
03131300,Five Branches University,Santa Cruz,CA,95062-4669,Proprietary,12/31/2014,2.2,,,,
03144400,American College of Healthcare,Riverside,CA,92505-3038,Proprietary,12/31/2014,1.5,,,,
03150500,A - Technical College,Los Angeles,CA,90015-3535,Proprietary,12/31/2014,2.6,,,,
03163300,Pacific States University,Los Angeles,CA,90010-2211,Non Profit,09/30/2014,2.8,,,,
03225300,American University of Health Sciences,Signal Hill,CA,90755-3612,Proprietary,12/31/2014,2.4,,,,
03242300,Career Networks Institute,Orange,CA,92868-4710,Proprietary,12/31/2014,3.0,,,,
03250300,CBD College,Los Angeles,CA,90010-2722,Non Profit,03/31/2015,2.1,,,,
03266300,Bethesda University,Anaheim,CA,92801-4132,Non Profit,06/30/2015,2.7,,,,
03288300,Academy of Chinese Culture and Health Sciences,Oakland,CA,94612-2168,Non Profit,12/31/2014,2.6,,,,
03299300,Pacific College,Costa Mesa,CA,92626-3160,Proprietary,12/31/2014,3.0,,,,
03327400,"Acupuncture and Integrative Medicine College, Berkeley",Berkeley,CA,94704-2724,Non Profit,12/31/2014,1.5,,,,
03332300,Southern California Seminary,El Cajon,CA,92019-1109,Non Profit,08/31/2014,1.6,,,,
03367300,Professional Golfers Career College,Temecula,CA,92591-6013,Proprietary,12/31/2014,1.8,,,,
03395300,ICDC College,Huntington Park,CA,90255-4166,Proprietary,12/31/2014,1.4,,,,
03403300,Epic Bible College,Sacramento,CA,95841-3546,Non Profit,06/30/2015,1.8,,,,
03427500,University of Antelope Valley,Lancaster,CA,93534-3324,Proprietary,12/31/2014,1.5,,,,
03440400,Marian Health Careers Center,Los Angeles,CA,90010-1728,Proprietary,12/31/2014,1.8,,,,
03458300,My Le's Beauty College,Sacramento,CA,95823-2513,Proprietary,12/31/2014,2.9,,,,
03479300,PCI College,Cerritos,CA,90703-2522,Proprietary,12/31/2014,1.9,,,,
03516300,King's University (The),Van Nuys,CA,91405-2233,Non Profit,07/31/2014,1.9,,,,
03532400,Advanced Training Associates,El Cajon,CA,92020-0918,Proprietary,12/31/2014,3.0,,,,
03577300,COBA Cosmetology Academy,Orange,CA,92866-1407,Proprietary,12/31/2014,1.6,,,,
03590400,NTMA Training Centers of Southern California,Santa Fe Springs,CA,90670-3722,Non Profit,02/28/2015,2.6,,,,
03598300,Paul Mitchell the School Santa Barbara,Santa Barbara,CA,93103-3137,Proprietary,12/31/2014,1.7,,,,
03614300,David's Academy of Beauty,Pico Rivera,CA,90660-1089,Proprietary,12/31/2014,1.6,,,,
03639300,West Coast Ultrasound Institute,Beverly Hills,CA,90211-3312,Proprietary,12/31/2014,2.2,,,,
03695300,Community Enhancement Services,Burbank,CA,91502-2750,Non Profit,12/31/2014,2.5,,,,
03696300,University of the West,Rosemead,CA,91770-3709,Non Profit,06/30/2015,3.0,,,,
03698300,West Coast University,Los Angeles,CA,91606-3206,Proprietary,12/31/2014,1.9,,,,
03736300,Advance Beauty College,Garden Grove,CA,92843-4752,Proprietary,12/31/2014,2.1,,,,
03740400,ATI College,Norwalk,CA,90650-4374,Proprietary,12/31/2014,2.7,,,,
03752400,School of Urban Missions,Oakland,CA,94603-3603,Non Profit,06/30/2015,2.1,,,,
03759300,Computer Tutor Business and Technical Institute,Modesto,CA,95356-0000,Proprietary,12/31/2014,3.0,,,,
03786300,Advanced College,South Gate,CA,90280-5255,Proprietary,12/31/2014,2.7,,,,
03797400,Career Care Institute,Lancaster,CA,93534-4765,Proprietary,09/30/2014,2.3,,,,
03814400,Soka University of America,Aliso Viejo,CA,92656-8081,Non Profit,06/30/2015,2.2,,,,
03853300,Keck Graduate Institute of Applied Life Sciences,Claremont,CA,91711-4817,Non Profit,06/30/2015,2.3,,,,
03868300,World Mission University,Los Angeles,CA,90020-1789,Non Profit,06/30/2015,2.9,,,,
03874300,Cambridge Junior College,Yuba City,CA,95993-8978,Proprietary,12/31/2014,2.2,,,,
03889300,Stanbridge College,Irvine,CA,92612-0000,Proprietary,12/31/2014,2.7,,,,
03910400,National Polytechnic College,Commerce,CA,90040-3210,Proprietary,12/31/2014,1.0,,,,
03933300,Mueller College,San Diego,CA,92108-3001,Proprietary,12/31/2014,-1.0,,,,
03935300,California Nurses Educational Institute,Palm Springs,CA,92264-3612,Proprietary,12/31/2014,1.8,,,,
03962300,American Institute of Massage Therapy,Santa Ana,CA,92705-5479,Proprietary,06/30/2015,2.9,,,,
03964400,International School of Beauty,Palm Desert,CA,92260-2740,Proprietary,12/31/2014,1.9,,,,
03971300,American Career College,Ontario,CA,91764-4906,Proprietary,12/31/2014,2.5,,,,
03973300,Ex'pression College,Emeryville,CA,94608-1021,Proprietary,12/31/2014,-0.4,,,,
03974500,California Career College,Canoga Park,CA,91303-2006,Proprietary,12/31/2014,2.2,,,,
03995300,University of East-West Medicine,Sunnyvale,CA,94085-3922,Proprietary,12/31/2014,0.9,,,,
04001300,Palace Beauty College,Los Angeles,CA,90006-4233,Proprietary,12/31/2014,0.1,,,,
04003300,Blake Austin College,Vacaville,CA,95687-3100,Proprietary,12/31/2014,2.0,,,,
04004300,Thuy Princess Beauty College,Pomona,CA,91766-1851,Proprietary,12/31/2014,1.7,,,,
04005300,United States University,Chula Vista,CA,91911-1683,Proprietary,12/31/2014,1.8,,,,
04014400,Palladium Technical Academy,Temple City,CA,91780-4027,Proprietary,12/31/2014,2.9,,,,
04037300,Los Angeles Film School (The),Hollywood,CA,90028-7300,Proprietary,12/31/2014,1.8,,,,
04056300,Career College of California,Santa Ana,CA,92701-4688,Proprietary,02/28/2015,0.1,,,,
04057300,Asher College,Sacramento,CA,95825-4025,Proprietary,12/31/2014,1.7,,,,
04076400,Gnomon,Hollywood,CA,90038-2616,Proprietary,12/31/2014,2.4,,,,
04088300,WestMed College,San Jose,CA,95128-2530,Non Profit,06/30/2015,2.4,,,,
04092300,Coastline Beauty College,Fountain Valley,CA,92708-1305,Proprietary,12/30/2014,3.0,,,,
04092400,Make-Up Designory,Burbank,CA,91502-1322,Proprietary,12/31/2014,1.4,,,,
04114500,Valley College of Medical Careers,West Hills,CA,91304-2354,Proprietary,12/31/2014,1.7,,,,
04115300,Coachella Valley Beauty College,La Quinta,CA,92253-4501,Proprietary,12/31/2014,2.4,,,,
04115600,Mayfield College,Cathedral City,CA,92234-7014,Proprietary,12/31/2014,1.7,,,,
04118800,New York Film Academy,Burbank,CA,91505-4068,Proprietary,12/31/2014,2.7,,,,
04119200,Career College Consultants,Los Angeles,CA,90041-1006,Proprietary,12/31/2014,1.7,,,,
04119800,GDS Institute,South Gate,CA,90280-2072,Proprietary,12/31/2014,1.5,,,,
04122800,Presbyterian Theological Seminary in America,Santa Fe Springs,CA,90670-5647,Non Profit,06/30/2015,2.3,,,,
04126400,Champion Institute of Cosmetology,Palm Springs,CA,92264-7458,Proprietary,04/30/2015,2.1,,,,
04126500,Coast Career Institute,Los Angeles,CA,90015-3040,Proprietary,12/31/2014,1.2,,,,
04127900,Trident University International,Cypress,CA,90630-5023,Proprietary,06/30/2015,-1.0,,,,
04132400,Academy of Esthetics and Cosmetology,San Fernando,CA,91340-3373,Proprietary,12/31/2014,1.4,,,,
04132700,InfoTech Career College,Paramount,CA,90723-5579,Proprietary,12/31/2014,1.8,,,,
04133100,California University of Management and Sciences,Anaheim,CA,92801-1702,Non Profit,06/30/2015,2.2,,,,
04134500,San Diego College,San Diego,CA,92101-3348,Proprietary,12/31/2014,2.2,,,,
04134700,International Professional School of Bodywork,San Diego,CA,92123-1520,Proprietary,06/30/2015,-1.0,,,,
04137200,Borner's Barber College,Los Angeles,CA,90047-3549,Proprietary,12/31/2014,1.3,,,,
04138700,Paul Mitchell The School - Pasadena,Pasadena,CA,91101-0000,Proprietary,12/31/2014,2.3,,,,
04140500,Horizon University,San Diego,CA,92111-2622,Non Profit,06/30/2015,2.4,,,,
04141300,San Francisco Institute of Esthetics & Cosmetology,San Francisco,CA,94103-4083,Proprietary,12/31/2014,2.1,,,,
04141400,Laurus College,San Luis Obispo,CA,93401-5405,Proprietary,12/31/2014,2.4,,,,
04141700,Healing Hands School of Holistic Health,Escondido,CA,92025-1722,Proprietary,12/31/2014,3.0,,,,
04144200,Career Development Institute,Los Angeles,CA,90035-4364,Proprietary,12/31/2014,3.0,,,,
04145000,San Diego Culinary Institute,La Mesa,CA,91942-0335,Proprietary,12/31/2014,1.2,,,,
04145600,International College of Cosmetology,Oakland,CA,94601-3525,Proprietary,12/31/2014,1.2,,,,
04146000,National Career College,Panorama City,CA,91402-4222,Proprietary,12/31/2014,2.4,,,,
04148200,Beyond 21st Century Beauty Academy,Santa Fe Springs,CA,90670-6316,Proprietary,12/31/2014,1.8,,,,
04148900,Northern California Institute of Cosmetology,San Leandro,CA,94577-2820,Proprietary,12/31/2014,0.5,,,,
04149700,Homestead Schools,Torrance,CA,90505-5945,Non Profit,12/31/2014,2.7,,,,
04150100,Golden State College of Court Reporting & Captioning,Pleasanton,CA,94588-3677,Proprietary,12/31/2014,2.1,,,,
04150300,RWM Fiber Optics,Carson,CA,90746-1051,Proprietary,06/30/2015,3.0,,,,
04152800,California Academy (The),Sacramento,CA,95825-2276,Proprietary,12/31/2014,1.9,,,,
04153900,Providence Christian College,Pasadena,CA,91104-2635,Non Profit,06/30/2015,1.6,,,,
04155500,"Academy for Jewish Religion, California",Los Angeles,CA,90010-1577,Non Profit,07/31/2014,0.7,,,,
04157800,Grace Mission University,Fullerton,CA,92833-3860,Non Profit,06/30/2015,3.0,,,,
04158200,Paul Mitchell The School Sherman Oaks,Sherman Oaks,CA,91403-5882,Proprietary,12/31/2014,2.6,,,,
04158800,Theatre of Arts,Hollywood,CA,90028-6111,Proprietary,09/30/2014,1.6,,,,
04158900,Flair Beauty College,Canyon Country,CA,91351-3381,Proprietary,12/31/2014,1.1,,,,
04159600,Galaxy Medical College,North Hollywood,CA,91606-1593,Proprietary,12/31/2014,1.9,,,,
04159700,American Medical Sciences Center,Glendale,CA,91204-5108,Proprietary,12/31/2014,2.6,,,,
04160100,Trinity School of Health and Allied Sciences,Gardena,CA,90248-4334,Proprietary,12/31/2014,0.2,,,,
04160400,Angeles College,Los Angeles,CA,90010-2100,Proprietary,12/31/2014,1.9,,,,
04161300,Preferred College of Nursing,Van Nuys,CA,91401-1442,Proprietary,12/31/2014,-1.0,,,,
04161700,Shasta School of Cosmetology,Redding,CA,96003-0000,Proprietary,03/31/2015,1.8,,,,
04162800,Paul Mitchell The School Modesto,Modesto,CA,95350-1440,Proprietary,12/31/2014,1.6,,,,
04163400,Cosmo Beauty Academy,Sacramento,CA,95821-1904,Proprietary,12/31/2014,1.6,,,,
04164400,Angeles Institute,Artesia,CA,90701-6610,Proprietary,12/31/2014,1.6,,,,
04165900,Paul Mitchell The School Fresno,Fresno,CA,93710-7617,Proprietary,03/31/2015,3.0,,,,
04167000,Paul Mitchell the School-Temecula,Temecula,CA,92591-4663,Proprietary,06/30/2015,2.8,,,,
04169200,Tramy Beauty School,San Diego,CA,92115-6347,Proprietary,12/31/2014,1.9,,,,
04169700,Unitek College,Fremont,CA,94538-3185,Proprietary,12/31/2014,-1.0,,,,
04169800,Gurnick Academy of Medical Arts,San Mateo,CA,94403-1849,Proprietary,12/31/2014,1.7,,,,
04172000,Southern California University SOMA,Los Angeles,CA,90017-2211,Proprietary,12/31/2014,2.8,,,,
04173400,Santa Ana Beauty Academy,Santa Ana,CA,92705-7820,Proprietary,12/31/2014,2.3,,,,
04175200,Paul Mitchell The School East Bay,Pleasant Hill,CA,94523-5515,Proprietary,12/31/2014,2.5,,,,
04175400,Elite Cosmetology School,Yucca Valley,CA,92284-2860,Proprietary,03/31/2015,2.1,,,,
04176300,Bergin University of Canine Studies,Rohnert Park,CA,94928-2041,Non Profit,09/30/2014,2.6,,,,
04177200,Real Barbers College (The),Anaheim,CA,92805-2533,Proprietary,06/30/2015,1.7,,,,
04178900,Ashdown College of Health Sciences,Redlands,CA,92373-4271,Proprietary,12/31/2014,1.8,,,,
04180000,Cinta Aveda Institute,San Francisco,CA,94108-3204,Proprietary,12/31/2014,2.3,,,,
04181200,Southern California Health Institute (SOCHI),Reseda,CA,91335-3100,Proprietary,06/30/2015,2.1,,,,
04181600,Integrity College of Health,Pasadena,CA,91104-2300,Proprietary,12/31/2014,-1.0,,,,
04185200,Salinas Beauty College,Salinas,CA,93901-2405,Proprietary,12/31/2014,1.8,,,,
04185500,Beverly Hills Design Institute,Beverly Hills,CA,90211-3235,Proprietary,12/31/2014,2.7,,,,
04185600,Medical Allied Career Center,Santa Fe Springs,CA,90670-4710,Proprietary,12/31/2014,2.2,,,,
04185700,Academy for Salon Professionals (The),Santa Clara,CA,95050-4057,Proprietary,06/30/2015,2.1,,,,
04186900,"International College of Beauty, Arts & Sciences",Los Angeles,CA,90039-1012,Proprietary,12/31/2014,1.6,,,,
04189300,Allied American University,Laguna Hills,CA,92653-1337,Proprietary,12/31/2014,2.4,,,,
04189700,California Miramar University,San Diego,CA,92108-1737,Proprietary,12/31/2014,2.0,,,,
04189800,Academy for Salon Professionals,Canoga Park,CA,91304-2305,Proprietary,08/31/2014,1.6,,,,
04190800,Santa Ana Beauty College,Santa Ana,CA,92706-2321,Proprietary,07/31/2014,1.2,,,,
04190900,Sutter Beauty College,Yuba City,CA,95991-3624,Proprietary,12/31/2014,2.8,,,,
04191300,Annenberg School of Nursing,Reseda,CA,91335-3711,Non Profit,08/31/2014,2.2,,,,
04193300,Shepherd University,Los Angeles,CA,90065-1415,Non Profit,06/30/2015,3.0,,,,
04193500,LeMelange Academy of Hair,Napa,CA,94559-2935,Proprietary,12/31/2014,2.5,,,,
04193700,John Paul the Great Catholic University,Escondido,CA,92025-2601,Non Profit,06/30/2015,2.4,,,,
04195200,Diamond Beauty College,South El Monte,CA,91733-2180,Proprietary,12/31/2014,1.8,,,,
04206800,Advance Beauty Techs Academy,Corona,CA,92879-6572,Proprietary,12/31/2014,1.0,,,,
04208900,Advanced Career Institute,Visalia,CA,93291-9254,Proprietary,12/31/2014,1.6,,,,
04209000,San Francisco College of Cosmetology,San Francisco,CA,94110-1217,Proprietary,12/31/2014,1.8,,,,
04209800,Hinton Barber and Beauty College,Vallejo,CA,94591-4547,Proprietary,12/31/2014,3.0,,,,
04210600,Advanced Computing Institute,Los Angeles,CA,90010-3911,Proprietary,12/31/2014,2.4,,,,
04211900,Xavier College School of Nursing,Stockton,CA,95202-1332,Proprietary,12/31/2014,2.8,,,,
04212000,Lawrence & Company College of Cosmetology,Hanford,CA,93230-4102,Proprietary,12/31/2014,2.7,,,,
04215100,California Career Institute,Garden Grove,CA,92840-2816,Proprietary,12/31/2014,2.5,,,,
04215300,Cosmo Factory Cosmetology Academy (The),Santa Cruz,CA,95060-4401,Proprietary,12/31/2014,3.0,,,,
04217100,Rudolf Steiner College,Fair Oaks,CA,95628-6811,Non Profit,05/31/2015,2.2,,,,
04217400,High Tech High Graduate School of Education,San Diego,CA,92106-6025,Non Profit,06/30/2015,2.4,,,,
04217500,W Academy of Salon and Spa,Danville,CA,94526-4012,Proprietary,12/31/2014,3.0,,,,
04219800,California Northstate University College of Pharmacy,Rancho Cordova,CA,95670-3001,Proprietary,12/31/2014,2.3,,,,
04221700,ZMS The Academy,Los Angeles,CA,90042-4231,Proprietary,12/31/2014,2.7,,,,
04221900,California Technical Academy,Riverside,CA,92507-2122,Proprietary,12/31/2014,2.5,,,,
04222200,Fab School (The),Rancho Cucamonga,CA,91730-9114,Proprietary,12/31/2014,2.9,,,,
04223700,Bay Area Medical Academy,San Francisco,CA,94108-3623,Proprietary,12/31/2014,-0.2,,,,
04226100,Lawrence & Company College of Cosmetology,Selma,CA,93662-3509,Proprietary,12/31/2014,1.9,,,,
04227100,America Evangelical University,Los Angeles,CA,90006-5860,Non Profit,06/30/2015,1.6,,,,
04228100,High Desert Medical College,Lancaster,CA,93534-1134,Proprietary,06/30/2015,1.6,,,,
04228800,Bay Area College of Nursing,Palo Alto,CA,94303-4617,Proprietary,12/31/2014,-1.0,,,,
04234000,San Francisco School of Digital Filmmaking,San Francisco,CA,94103-2835,Proprietary,12/31/2014,-0.4,,,,
04236700,Blush School of Makeup,San Francisco,CA,94105-1420,Proprietary,12/31/2014,3.0,,,,
04237100,Salon Professional Academy (The),San Jose,CA,95129-5101,Proprietary,06/30/2015,2.4,,,,
04237600,California Jazz Conservatory,Berkeley,CA,94704-1268,Non Profit,12/31/2014,2.4,,,,
04237800,California Barber and Beauty College,San Diego,CA,92115-4730,Proprietary,12/31/2014,2.7,,,,
04241700,Saint Joseph's School of Nursing,Lancaster,CA,93534-2304,Proprietary,12/31/2014,2.0,,,,
04242500,Associated Barber College of San Diego,San Diego,CA,92101-4210,Proprietary,12/31/2014,1.6,,,,
04242600,ABCO Technology,Los Angeles,CA,90045-1551,Proprietary,12/31/2014,3.0,,,,
